time,tls_id,controlled_lanes,state
10,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
11,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
12,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
13,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
14,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
15,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
16,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
17,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
18,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
19,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
20,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
20,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
21,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
22,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
23,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
24,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
25,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
26,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
27,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
28,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
29,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
30,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
30,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
31,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
32,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
33,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
34,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
35,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
36,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
37,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
38,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
39,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
40,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
40,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
41,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
42,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
43,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
44,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
45,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
46,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
47,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
48,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
49,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
50,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
50,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
51,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
52,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
53,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
54,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
55,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
56,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
57,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
58,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
59,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
60,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
60,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrGGrrrrrrGGrr
61,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
62,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
63,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
64,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
65,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,rrrrrrrrrrrrrrrr
66,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
67,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
